사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
Aug-21,8호선,535,잠실(송파구청),3,0,"1,154","2,096","3,789","8,946","7,722","23,943","11,137","59,118","7,935","31,948","7,930","21,528","10,062","21,834","11,787","23,618","14,163","23,423","17,200","22,520","21,894","22,646","26,121","21,613","36,021","23,471","53,696","30,101","29,399","15,795","28,314","7,874","24,882","5,770","11,724","4,175","1,635","1,497",1,227,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,8호선,536,석촌,0,0,"2,779",589,"5,007","3,792","13,042","7,476","19,150","19,478","11,133","15,933","8,257","9,705","8,307","10,411","9,038","11,312","9,213","11,858","9,180","11,342","10,129","12,321","11,553","12,871","14,332","17,393","18,358","23,797","9,853","16,246","7,747","9,183","8,197","8,666","6,197","6,367","1,197","2,544",3,320,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,8호선,537,송파,1,0,"2,370",531,"6,957","5,104","19,256","8,322","23,345","14,113","13,104","8,781","9,279","6,664","9,133","6,816","8,981","7,134","8,933","8,198","7,953","8,020","10,051","9,008","11,120","10,534","10,570","14,011","12,594","23,503","6,663","17,814","4,937","9,128","3,830","8,920","2,846","6,453",699,"2,154",2,407,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,8호선,538,가락시장,22,0,"2,359","2,607","5,033","6,178","9,316","12,868","10,573","32,663","7,883","14,903","8,230","10,907","8,755","9,893","8,662","8,370","8,856","9,695","9,750","9,151","11,338","8,658","11,388","9,618","16,115","10,516","25,195","14,457","9,641","10,981","7,995","7,384","8,196","6,671","4,269","4,510","1,028","2,154",2,"1,032",0,0,0,0,0,0,2021-09-03 10:03
Aug-21,8호선,539,문정,4,0,"2,009","3,071","5,605","9,546","18,860","47,325","24,544","146,144","15,229","67,936","12,478","23,537","13,735","14,208","14,520","14,141","16,377","15,785","19,195","13,596","21,164","14,930","24,378","15,594","65,019","18,694","110,835","27,569","39,524","21,315","23,597","11,465","23,489","9,723","12,447","7,670","2,133","3,216",0,75,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,8호선,540,장지,3,0,"4,848","2,327","14,632","9,521","38,105","24,736","44,301","42,143","24,132","26,595","16,601","16,978","14,967","15,308","16,538","18,923","16,695","16,828","16,259","16,704","18,340","20,412","23,015","24,149","33,969","26,240","40,702","45,737","22,127","30,154","18,752","16,562","16,106","13,809","10,363","11,863","1,977","4,792",0,19,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,8호선,541,복정,11,0,"4,030","2,357","8,579","8,801","26,993","11,231","33,047","16,598","20,010","11,286","12,533","6,189","10,222","6,594","10,485","7,783","9,808","7,598","9,159","7,619","10,586","8,778","13,070","11,847","18,861","18,291","22,691","29,847","12,572","21,680","7,559","12,904","6,375","11,395","4,458","9,995","1,271","2,955",4,125,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,8호선,542,산성,22,0,"3,712",719,"7,491","2,600","19,717","3,464","22,661","6,576","12,432","4,369","7,835","5,011","7,024","4,271","7,218","5,013","6,919","5,087","6,196","5,117","6,185","6,899","6,564","9,213","6,683","11,635","6,112","20,659","3,153","17,154","2,168","9,928","1,766","9,496","1,025","8,358",458,"2,971",1,85,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,8호선,543,남한산성입구(성남법원.검찰청),32,3,"10,003","1,439","18,119","4,994","43,098","10,506","54,581","18,918","28,938","10,315","17,588","9,167","15,386","8,614","15,104","9,995","14,238","10,159","12,706","11,189","12,260","14,549","12,740","17,892","16,110","22,657","18,814","40,452","9,055","32,764","5,365","18,898","4,298","19,374","2,666","16,448",767,"5,661",0,133,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,8호선,544,단대오거리,19,0,"8,488","1,822","13,917","7,335","31,340","10,327","35,971","16,802","20,312","8,455","13,548","7,453","11,758","7,614","12,226","8,933","11,142","8,808","10,049","9,776","9,835","12,680","11,479","15,046","15,166","19,171","18,743","31,575","8,419","26,152","5,170","16,098","4,355","14,900","3,076","11,270",559,"5,187",0,91,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,8호선,545,신흥,5,0,"3,691",725,"4,886","3,352","11,079","3,099","13,450","6,391","7,998","4,698","5,740","4,785","5,681","5,065","6,083","5,211","5,983","5,707","5,926","6,285","6,093","8,053","6,891","7,961","7,053","10,207","6,630","14,693","4,061","11,653","3,393","6,717","2,419","6,379","1,604","4,463",386,"2,217",1,49,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,8호선,546,수진,2,0,"3,908",644,"5,974","2,115","13,534","3,179","19,248","8,012","10,311","5,044","7,251","5,051","7,157","4,990","7,246","4,758","6,945","5,694","5,930","5,916","6,495","6,754","7,420","7,637","7,485","8,871","6,577","13,826","3,937","11,253","3,036","6,828","2,396","6,963","1,598","5,456",400,"2,455",1,62,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,8호선,547,모란,22,0,"1,981",730,"3,232","3,084","7,371","3,705","9,863","6,471","6,517","4,979","5,707","5,250","6,364","5,212","6,379","4,972","6,382","5,789","7,175","5,632","7,569","5,161","7,891","6,089","7,662","6,228","8,575","7,768","4,787","5,127","3,459","2,760","3,517","3,003","2,355","2,414",503,928,1,124,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,607,개화,10,0,"1,355",350,"4,976","2,421","11,837","3,187","6,951","5,199","2,767","2,559","2,144","1,798","1,995","1,913","2,060","2,126","1,953","1,747","1,938","1,646","2,257","1,905","3,197","1,881","4,991","2,849","5,709","5,091","2,695","4,397","1,587","2,203","1,738","1,477",423,"1,323",117,607,0,57,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,608,김포공항,5,0,"1,279","1,323","3,311","11,468","6,823","19,851","9,231","22,958","8,624","18,319","7,906","17,315","11,006","18,829","10,901","18,474","11,176","24,114","12,304","24,898","15,342","21,361","12,647","21,184","15,030","25,034","20,551","27,643","14,940","17,505","15,034","8,326","14,656","3,316","6,755","2,124","1,327",994,9,237,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,609,공항시장,2,0,"3,074",237,"3,774","1,199","7,747","1,676","9,202","3,802","5,330","2,752","4,091","3,022","3,889","3,145","4,226","3,411","3,849","3,788","3,789","3,862","3,550","4,382","3,967","5,704","3,962","6,328","3,706","9,870","2,400","8,684","1,911","5,610","1,633","4,733",979,"4,211",280,"2,056",1,26,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,610,신방화,3,1,"4,451",665,"9,655","3,041","23,054","3,810","22,836","9,315","12,043","5,455","9,204","5,007","7,898","5,996","8,739","6,878","8,282","6,946","7,577","6,874","7,737","9,021","8,388","10,122","8,017","12,875","8,279","22,762","4,890","18,383","3,730","10,748","2,969","9,156","2,290","8,003",564,"3,266",1,50,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,611,마곡나루(서울식물원),6,0,"3,084","1,027","8,577","11,396","23,613","10,911","24,738","35,084","11,649","18,298","9,047","10,227","9,376","9,050","11,066","9,361","10,838","10,024","10,891","10,266","12,478","10,856","16,621","12,554","25,974","17,946","34,569","29,075","14,666","25,385","12,198","13,381","12,034","11,749","7,293","10,349","1,588","4,485",7,225,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,612,양천향교,6,0,"3,783",977,"8,699","4,820","24,710","8,910","25,385","29,548","12,879","13,119","9,709","7,407","10,005","7,167","10,587","8,132","10,365","7,559","10,496","9,069","10,151","8,581","11,967","10,652","15,867","14,856","25,961","25,289","9,727","22,888","5,697","13,742","4,999","11,829","3,296","10,474",751,"4,953",0,79,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,613,가양,50,0,"13,334","1,568","21,523","7,736","59,257","20,272","61,294","36,900","34,883","23,686","24,711","14,384","24,084","15,576","24,280","17,085","22,911","18,944","20,759","19,526","21,772","21,975","24,008","26,876","29,425","34,003","38,320","59,897","17,956","51,414","11,945","28,555","10,223","27,181","6,094","21,788","1,146","8,752",0,487,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,614,증미,0,0,"2,131",676,"6,614","3,437","17,088","7,352","17,077","28,759","9,572","12,353","7,726","7,320","8,071","5,942","7,725","6,929","7,955","7,431","7,933","6,996","8,093","8,334","8,939","8,695","14,640","10,041","25,109","18,233","8,398","16,148","5,030","7,975","4,618","6,919","2,275","5,156",538,"2,536",0,0,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,615,등촌,2,0,"4,940",761,"12,930","3,805","34,297","6,198","42,168","16,611","20,288","10,972","14,944","9,445","14,351","10,425","14,966","11,042","13,767","11,646","13,123","12,271","12,711","14,748","13,309","17,137","14,312","24,685","16,744","39,563","8,756","31,792","6,250","17,401","5,393","13,163","3,561","11,628",807,"5,100",0,0,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,616,염창,6,1,"10,293",755,"22,456","4,913","60,940","7,390","68,194","17,969","36,027","10,296","21,422","8,961","18,453","9,706","19,487","12,149","17,733","12,682","15,249","13,948","14,018","18,127","14,845","20,846","17,994","35,870","19,585","62,697","10,391","53,413","8,049","31,895","6,924","26,093","4,437","23,543","1,003","9,083",0,65,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,617,신목동,0,0,"1,757",394,"5,060","1,963","14,211","2,455","14,575","4,817","6,877","2,389","4,462","2,019","4,043","2,409","4,142","2,633","3,979","3,011","3,584","2,945","3,410","3,350","4,218","4,689","4,617","6,569","4,949","12,657","2,467","10,272","1,558","5,054","1,396","5,126","1,336","4,344",272,"1,588",1,15,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,618,선유도,2,0,"1,615","1,237","4,702","4,638","16,402","11,994","19,595","32,855","9,030","16,208","6,347","6,490","6,858","6,437","7,745","6,295","7,216","7,308","7,370","6,854","8,083","7,310","9,605","7,739","18,301","9,924","32,389","18,836","11,867","14,201","6,503","7,327","5,335","6,469","3,631","5,164",936,"2,093",0,0,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,619,당산,18,0,"7,288","1,116","14,909","5,809","40,761","13,549","47,766","34,652","27,459","21,066","20,326","13,587","19,995","14,539","21,789","15,984","20,531","17,513","19,653","17,052","19,572","19,137","20,637","22,489","27,070","35,320","39,347","57,640","20,571","40,631","15,252","25,251","14,818","23,234","9,777","19,727","2,267","8,290",3,140,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,620,국회의사당,1,0,665,"1,276","1,346","7,554","3,129","34,466","4,962","117,500","4,363","51,398","5,464","17,215","8,582","13,006","8,436","10,997","11,009","11,651","14,577","9,330","16,280","7,569","19,108","6,596","53,650","7,027","90,636","6,635","28,887","4,567","17,032","2,686","14,176","2,304","7,510","1,925","1,518",788,0,2,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,621,여의도,4,0,"2,334","1,727","3,568","18,009","7,233","102,291","8,951","126,965","8,821","50,115","10,296","21,989","14,812","22,682","15,761","22,226","18,675","22,883","21,690","19,572","27,716","17,702","38,472","15,912","102,754","16,921","124,013","20,308","54,037","12,656","40,663","6,788","27,664","5,812","12,852","4,738","2,039","1,603",0,118,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,622,샛강,7,0,887,907,"1,709","3,920","4,029","13,123","5,082","30,533","3,613","12,461","3,750","6,462","4,436","5,950","4,767","5,149","5,102","5,366","5,887","5,147","6,683","4,484","8,653","4,735","15,248","6,331","26,192","8,388","9,614","4,909","6,354","2,974","6,020","2,329","3,811","2,118",807,938,0,11,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,623,노량진,256,2,"14,783","1,838","21,028","14,538","52,005","43,998","77,153","58,165","42,103","30,881","27,134","21,380","25,653","20,877","29,207","27,824","31,531","29,981","26,645","24,211","25,807","28,109","29,329","31,618","40,873","45,823","50,118","70,653","26,019","48,040","24,101","31,535","33,555","31,082","32,728","25,234","2,224","11,014",2,386,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,624,노들,8,1,"3,366",231,"4,546","1,443","13,159","1,899","17,251","3,378","9,662","2,555","6,494","2,743","5,469","2,981","5,614","3,558","5,652","3,712","4,959","3,833","4,291","5,402","4,495","6,206","4,843","8,520","4,991","15,292","3,207","10,536","2,483","6,242","2,199","5,685","1,747","4,302",475,"1,950",0,1,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,625,흑석(중앙대입구),5,0,"3,049","1,101","5,194","5,826","13,524","10,086","17,069","13,650","11,771","10,685","9,665","8,751","9,536","7,270","9,917","8,539","9,335","9,658","9,783","8,234","10,747","10,025","13,010","10,989","16,380","14,153","12,812","21,993","6,714","14,564","5,802","9,603","5,394","8,083","4,405","7,182",819,"2,912",0,1,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,626,동작(현충원),8,0,"1,002",451,"1,512","1,543","4,550","1,496","5,313","2,783","3,352","1,855","2,261","1,591","2,292","1,402","2,377","1,332","2,310","1,546","1,984","1,568","1,970","1,669","2,712","1,893","2,786","2,385","3,809","4,306","1,734","3,052","1,346","1,788","1,163","1,740",888,"1,466",235,627,2,433,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,627,구반포,0,0,389,235,"1,269","1,554","2,990","2,869","3,831","5,789","2,753","4,641","2,562","3,306","2,764","3,230","3,005","3,374","3,261","3,541","3,387","3,058","3,663","3,525","4,209","3,343","5,160","3,811","6,763","5,802","3,569","3,948","2,550","2,020","1,999","1,835","1,444","1,920",180,783,0,16,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,628,신반포,2,0,359,671,"1,589","6,283","4,450","5,637","5,441","7,922","3,894","5,069","3,039","3,662","3,257","2,663","3,582","2,949","3,943","3,910","3,567","3,236","5,021","3,528","8,728","3,574","8,401","4,199","7,091","6,972","4,041","4,502","2,823","2,695","2,627","2,350","1,797","2,153",352,916,0,1,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,629,고속터미널,15,0,"1,887","1,263","4,414","11,394","13,060","14,779","16,210","23,683","12,909","24,766","11,109","23,141","12,735","24,113","15,332","24,097","15,961","25,163","17,367","24,633","19,510","24,851","23,228","26,116","26,252","28,609","27,156","36,386","22,324","22,926","20,381","13,714","15,809","11,805","12,478","9,626","2,659","3,227",1,4,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,630,사평,0,0,843,165,"2,653","1,555","7,606","4,225","8,630","6,472","5,593","3,406","4,016","2,764","4,227","3,014","4,382","3,460","4,192","3,920","3,809","4,129","4,843","3,881","5,634","5,299","5,998","6,663","6,338","9,712","3,811","7,497","2,408","3,908","1,687","3,527","1,611","3,412",220,"1,136",0,1,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,9호선,631,신논현,8,0,"2,177","1,418","11,032","13,644","25,972","35,695","36,214","78,433","23,293","89,082","21,396","47,845","26,092","38,667","31,246","38,746","33,601","43,936","36,529","39,671","42,033","36,328","50,526","38,782","69,296","45,407","97,035","66,180","67,667","37,924","49,845","19,878","53,332","17,124","33,885","12,674","4,532","6,109",0,396,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,공항철도 1호선,645,서울역,84,0,"1,964",499,"1,868","6,927","8,289","11,914","9,343","17,668","6,594","13,120","6,811","10,930","7,681","10,243","10,040","10,742","10,850","9,184","8,723","8,232","12,277","9,389","13,586","9,539","17,030","10,739","22,047","13,555","14,717","10,486","9,914","6,222","12,009","5,798","7,492","3,943","2,759","1,433",1,731,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,공항철도 1호선,646,공덕,5,1,"1,101",169,"1,698","1,289","4,407","3,201","4,393","7,992","2,481","4,574","1,793","2,731","1,917","2,548","2,213","2,696","2,350","2,884","2,022","2,619","2,282","3,046","2,762","3,413","4,376","4,859","7,207","8,034","3,303","5,480","2,500","2,895","2,377","2,822","1,521","2,726",363,"1,142",26,405,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,공항철도 1호선,647,홍대입구,103,3,"2,195",336,"3,385","2,722","7,337","5,277","9,574","18,467","6,429","17,517","5,306","13,099","6,439","15,589","8,090","18,680","10,033","19,542","11,407","16,116","13,468","15,742","16,126","15,662","22,736","17,264","28,863","22,053","21,223","13,779","20,463","6,540","23,057","6,018","16,272","5,562","3,053","2,965",140,628,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,공항철도 1호선,648,디지털미디어시티,53,14,"2,667",559,"5,729","4,585","14,864","22,087","16,091","71,714","9,743","32,956","6,795","12,768","6,727","8,354","7,791","9,046","8,362","8,867","8,515","7,514","9,983","7,580","14,056","8,172","33,822","11,428","74,227","19,297","26,932","12,953","14,973","7,179","12,537","6,489","7,960","5,168","1,782","2,405",109,671,1,2,0,0,0,0,2021-09-03 10:03
Aug-21,공항철도 1호선,649,마곡나루(서울식물원),3,1,"1,607",776,"3,752","9,361","9,646","15,978","10,687","39,056","5,216","16,537","3,343","5,643","3,946","3,740","4,629","3,884","4,346","4,105","4,178","3,897","5,609","4,002","10,715","4,492","29,052","6,990","32,692","12,044","12,214","7,943","7,082","4,807","5,818","4,388","3,382","4,053",954,"1,603",116,"1,163",0,0,0,0,0,0,2021-09-03 10:03
Aug-21,공항철도 1호선,650,김포공항,16,1,"1,576","1,647","2,770","10,785","6,146","19,538","12,469","19,338","16,594","11,288","15,193","9,485","22,696","9,726","18,984","10,282","19,808","12,403","20,036","12,673","23,669","10,657","15,863","10,484","21,813","12,524","34,027","12,507","22,792","7,706","22,754","4,356","25,390","1,815","18,321","1,373","3,965",691,46,247,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,공항철도 1호선,651,계양,5,0,"6,987",461,"17,820","2,613","43,266","3,417","37,522","5,002","19,135","4,088","12,319","3,511","11,018","4,024","10,776","5,087","9,223","6,003","7,514","6,865","7,106","8,421","7,659","11,410","8,056","18,135","6,988","35,294","4,133","34,745","2,945","18,534","2,582","17,592","1,616","14,659",518,"7,077",64,"1,407",0,0,0,0,0,0,2021-09-03 10:03
Aug-21,공항철도 1호선,652,검암,471,10,"5,755",379,"12,664","1,842","28,423","6,488","22,016","13,497","11,712","4,925","7,715","3,514","7,803","3,606","7,118","4,305","5,860","4,585","5,640","4,804","5,128","5,586","6,333","7,159","7,235","11,272","12,450","22,235","4,027","23,759","3,164","11,605","2,661","10,722","1,622","9,774",496,"5,043",92,"1,470",0,0,0,0,0,0,2021-09-03 10:03
Aug-21,공항철도 1호선,653,청라국제도시,72,0,"3,060",132,"13,037","4,101","25,630","6,791","15,403","14,335","7,800","5,199","6,041","2,776","6,356","3,021","6,271","4,033","5,676","4,220","4,843","4,074","5,145","4,870","7,296","6,797","10,391","8,405","16,935","18,585","5,107","21,212","3,384","10,806","2,863","9,212","2,444","8,496",548,"3,827",68,872,0,0,0,0,0,0,2021-09-03 10:03
Aug-21,공항철도 1호선,654,운서,20,2,"5,128",420,"10,262","5,244","17,525","8,431","17,486","11,839","7,989","7,445","8,368","4,591","8,545","5,480","9,264","6,051","7,461","6,625","7,373","6,914","7,598","8,012","9,787","9,248","12,949","10,682","10,550","20,280","5,665","16,009","5,433","11,403","4,856","9,858","3,124","9,561",736,"5,064",58,"1,177",0,0,0,0,0,0,2021-09-03 10:03
Aug-21,공항철도 1호선,655,공항화물청사,3,0,408,520,"1,091","6,889","1,563","13,423","2,235","17,145","1,830","3,313",552,"1,800",739,"2,785",964,"3,030","1,269","1,379","1,850",886,"2,668",762,"4,435","1,383","8,647","1,417","15,432",992,"3,790",961,"2,406","1,486","2,703",918,"2,411",244,598,156,1,29,0,0,0,0,0,0,2021-09-03 10:03
